team,year,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Rhode Island,2017,73.6,65.4,12.88,4.62,26.2,57.7,0.454,20.0,39.0,0.512,6.2,18.7,0.332,15.1,22.6,0.668,11.7,25.5,37.2,13.3,6.5,5.9,11.1,20.7,108.8,96.6
Nevada,2017,79.8,71.3,10.49,2.03,26.7,59.5,0.448,17.5,35.6,0.492,9.1,23.9,0.382,17.3,24.5,0.705,11.0,27.6,38.6,16.0,5.4,4.3,11.0,16.6,112.1,100.2
Vermont,2017,73.5,62.1,6.67,-3.27,26.9,54.5,0.494,20.4,36.8,0.554,6.5,17.7,0.369,13.0,18.6,0.7,9.3,24.7,34.1,13.6,5.7,4.3,11.2,15.9,112.3,95.0
Iona,2017,80.4,76.8,1.07,-2.47,28.0,61.6,0.454,18.2,36.9,0.493,9.8,24.6,0.397,14.7,19.1,0.768,9.6,26.1,35.7,15.5,6.8,3.1,12.0,19.1,109.9,105.1
Jacksonville State,2017,69.5,67.9,-2.85,-3.24,24.5,53.4,0.459,17.1,33.8,0.506,7.4,19.6,0.377,13.2,18.5,0.714,10.1,25.4,35.5,14.1,4.5,3.8,13.6,17.9,105.7,103.3
North Carolina Central,2017,74.8,63.5,-3.18,-12.12,26.8,59.0,0.454,19.3,36.6,0.527,7.5,22.4,0.335,13.7,20.1,0.683,11.7,26.9,38.6,14.1,6.1,3.3,11.9,17.3,108.7,92.3
North Carolina,2017,84.4,70.6,24.84,11.76,30.7,65.8,0.466,23.6,45.9,0.514,7.1,20.0,0.355,16.1,22.9,0.701,15.8,28.0,43.7,18.1,7.1,3.5,11.8,17.8,116.0,97.0
Kentucky,2017,84.9,71.5,23.88,10.49,29.8,63.1,0.473,22.8,43.1,0.529,7.0,19.9,0.353,18.2,25.8,0.704,12.4,27.4,39.8,15.4,6.0,5.3,11.7,18.8,113.8,95.9
UCLA,2017,89.8,75.5,20.67,6.39,33.6,64.4,0.522,23.8,40.2,0.591,9.8,24.2,0.406,12.8,17.3,0.738,9.5,29.0,38.5,21.4,5.9,5.3,11.2,16.2,121.0,101.8
Butler,2017,76.3,68.9,17.7,10.23,26.6,55.8,0.477,19.0,34.8,0.545,7.7,21.0,0.366,15.4,20.7,0.741,8.4,23.6,32.1,13.3,6.1,2.8,10.2,18.8,112.6,101.6
Minnesota,2017,75.2,69.4,14.55,8.82,26.1,59.9,0.435,19.9,42.0,0.475,6.1,17.9,0.343,16.9,23.7,0.711,11.1,28.3,39.4,14.9,5.7,6.7,11.6,17.0,104.6,96.6
Cincinnati,2017,74.3,61.3,18.43,5.49,26.9,58.8,0.458,19.6,37.6,0.521,7.3,21.2,0.346,13.1,19.1,0.686,12.1,24.8,36.9,15.5,7.3,4.8,10.0,15.7,113.3,93.5
Dayton,2017,75.9,66.4,12.98,4.27,25.6,55.1,0.465,17.6,34.1,0.515,8.1,21.0,0.385,16.6,24.0,0.69,8.7,25.6,34.3,15.6,7.8,4.0,11.8,18.8,108.9,95.4
Arkansas,2017,79.3,73.9,14.04,8.6,27.7,60.1,0.461,21.2,42.4,0.5,6.5,17.7,0.365,17.4,22.9,0.761,11.1,24.9,36.1,13.8,7.7,4.7,11.9,20.5,110.7,103.1
Seton Hall,2017,73.2,70.4,12.1,9.25,26.4,59.1,0.447,20.3,40.9,0.496,6.1,18.1,0.338,14.3,22.2,0.643,13.3,26.4,39.7,12.3,6.9,2.5,13.6,18.6,104.9,100.8
Wichita State,2017,81.0,62.4,21.24,2.96,27.6,58.7,0.469,18.9,37.4,0.507,8.6,21.4,0.403,17.3,23.6,0.733,12.1,28.8,40.9,16.3,6.5,3.9,11.3,18.8,116.7,89.9
Kansas State,2017,72.1,67.8,14.8,10.48,24.8,53.8,0.461,17.8,34.3,0.518,7.1,19.5,0.362,15.4,22.1,0.694,9.4,22.9,32.3,14.9,7.7,3.7,12.9,18.0,106.4,100.0
Middle Tennessee,2017,74.9,63.9,9.8,-0.48,28.2,57.7,0.488,21.8,40.4,0.54,6.3,17.3,0.367,12.3,17.5,0.699,9.9,25.5,35.4,15.3,6.7,2.8,10.4,18.2,112.4,95.8
Winthrop,2017,79.2,70.4,1.34,-6.12,27.0,59.3,0.455,17.5,33.9,0.517,9.5,25.4,0.373,15.8,22.0,0.717,9.6,27.5,37.1,12.8,6.5,5.1,13.0,18.3,108.3,96.2
Kent State,2017,77.0,73.0,0.88,-1.63,27.4,63.9,0.428,20.3,41.6,0.486,7.1,22.3,0.32,15.1,21.0,0.719,15.0,25.4,40.4,12.5,6.4,3.7,12.9,19.0,107.0,101.4
Northern Kentucky,2017,76.0,71.6,-0.17,-2.83,26.5,58.2,0.456,17.9,33.7,0.533,8.6,24.5,0.349,14.4,21.1,0.68,11.2,26.5,37.7,13.9,5.7,2.8,13.4,17.8,107.3,101.2
Texas Southern,2017,74.1,72.7,-6.41,-7.81,24.7,57.6,0.429,18.9,37.8,0.5,5.9,19.9,0.295,18.7,25.5,0.735,11.5,23.6,35.1,11.7,7.2,3.1,11.6,17.3,105.5,103.5
Virginia,2018,67.1,54.0,22.2,9.05,24.9,54.2,0.46,17.7,35.3,0.501,7.3,19.0,0.383,10.0,13.3,0.754,8.3,24.0,32.3,13.5,6.8,3.6,8.5,14.1,110.5,88.8
Cincinnati,2018,74.2,57.5,20.25,3.53,26.2,58.3,0.45,18.9,37.7,0.502,7.3,20.6,0.353,14.5,21.0,0.692,13.3,25.9,39.3,15.8,7.1,5.4,11.2,15.6,112.3,87.0
Tennessee,2018,73.8,65.7,18.2,10.12,25.3,57.5,0.44,17.5,37.0,0.473,7.8,20.5,0.38,15.5,20.4,0.757,11.5,24.5,36.1,15.7,6.3,4.5,12.1,19.4,109.3,97.3
Arizona,2018,80.5,71.7,15.67,6.84,28.8,57.2,0.504,22.1,38.9,0.567,6.8,18.3,0.369,16.1,21.2,0.76,10.1,26.4,36.5,15.2,4.9,4.5,12.2,17.2,115.6,103.0
Kentucky,2018,76.8,70.2,17.24,10.73,27.0,57.2,0.472,21.7,42.4,0.512,5.3,14.8,0.357,17.5,25.1,0.698,11.9,26.8,38.7,13.2,5.6,4.8,13.0,19.0,109.6,100.3
Miami (FL),2018,73.8,67.9,12.83,6.96,27.3,58.8,0.465,19.6,37.6,0.522,7.7,21.2,0.364,11.3,17.1,0.662,9.9,24.8,34.8,13.3,6.6,4.1,11.5,16.2,107.9,99.4
Nevada,2018,82.6,73.1,14.44,4.92,28.4,60.5,0.469,18.8,36.1,0.521,9.6,24.4,0.392,16.3,21.9,0.743,9.2,26.3,35.6,16.2,6.2,4.1,9.6,17.0,115.5,102.2
Creighton,2018,83.5,74.1,16.35,8.1,30.5,62.1,0.492,20.2,34.2,0.59,10.4,28.0,0.372,12.0,16.1,0.748,7.5,29.0,36.5,17.8,5.7,2.7,11.2,15.2,113.8,100.9
Kansas State,2018,71.1,67.0,12.85,8.74,25.3,54.7,0.463,18.5,34.6,0.534,6.9,20.1,0.341,13.6,18.5,0.734,8.2,22.5,30.7,13.8,7.9,3.0,11.4,18.5,106.4,100.3
Texas,2018,72.1,68.8,13.96,10.67,25.9,59.1,0.439,18.7,36.6,0.512,7.2,22.5,0.32,13.0,19.5,0.665,10.6,25.2,35.8,11.6,6.1,4.9,11.7,16.1,103.9,99.2
Davidson,2018,76.3,67.9,11.02,2.57,27.2,56.8,0.48,16.5,29.3,0.565,10.7,27.5,0.389,11.2,14.0,0.798,6.9,25.7,32.7,16.7,4.7,2.0,9.5,15.2,115.7,102.9
Buffalo,2018,84.6,76.2,7.99,0.24,30.7,64.8,0.473,20.9,38.5,0.544,9.8,26.3,0.37,13.5,19.3,0.699,11.9,26.6,38.6,16.6,6.3,4.1,12.4,21.0,113.4,102.0
Wright State,2018,71.4,65.9,0.57,-3.64,24.9,57.7,0.432,18.2,37.6,0.483,6.8,20.1,0.337,14.8,20.7,0.715,10.2,26.0,36.2,13.1,6.6,2.2,13.1,15.9,101.4,93.6
Georgia State,2018,74.7,67.3,3.22,-2.78,26.8,58.1,0.461,17.5,34.1,0.514,9.2,24.0,0.385,11.9,17.6,0.678,8.8,24.9,33.8,13.0,7.3,4.6,11.3,18.3,108.8,98.1
UMBC,2018,73.1,68.5,-2.02,-3.84,25.7,58.0,0.443,15.6,31.9,0.49,10.1,26.1,0.387,11.5,17.8,0.646,9.7,24.9,34.6,15.2,7.5,2.4,12.2,16.4,105.6,99.0
Xavier,2018,84.4,74.7,19.06,9.43,28.9,58.7,0.492,21.1,37.7,0.559,7.8,21.0,0.372,18.8,24.1,0.779,9.9,28.5,38.3,16.5,5.9,3.1,12.6,17.2,115.5,102.3
North Carolina,2018,81.6,73.3,20.07,11.78,29.9,65.3,0.457,21.6,42.4,0.51,8.2,22.9,0.359,13.6,18.3,0.743,13.8,28.6,42.4,18.2,5.8,4.1,12.0,15.9,113.4,101.8
Michigan,2018,73.6,63.3,19.03,9.41,26.6,57.0,0.468,17.8,32.3,0.552,8.8,24.7,0.357,11.6,17.5,0.661,8.4,24.9,33.3,14.3,6.4,3.1,9.2,15.7,111.0,95.4
Gonzaga,2018,83.5,67.7,18.43,2.6,30.4,61.1,0.498,21.5,37.0,0.582,8.9,24.1,0.368,13.9,19.6,0.708,11.2,28.8,39.9,15.2,6.3,3.6,11.4,17.1,118.2,95.8
Ohio State,2018,76.2,67.6,17.67,9.02,28.0,58.2,0.48,20.9,38.3,0.547,7.0,19.9,0.353,13.2,18.1,0.731,9.8,26.8,36.6,14.7,6.1,3.9,11.7,17.5,111.0,98.4
Houston,2018,76.7,64.9,15.99,4.16,27.2,59.0,0.461,18.7,37.1,0.505,8.5,21.9,0.387,13.8,19.3,0.718,11.7,27.0,38.6,14.4,6.2,3.0,11.9,21.1,112.0,94.8
Texas A&M,2018,75.2,70.5,15.3,10.62,27.9,60.6,0.46,21.3,40.6,0.525,6.6,20.0,0.329,12.8,19.4,0.661,12.3,29.1,41.4,15.4,5.4,6.0,13.6,16.4,106.1,99.5
Missouri,2018,72.7,68.1,13.81,9.19,24.1,53.5,0.45,14.8,29.3,0.505,9.3,24.2,0.383,15.3,20.8,0.734,10.1,27.0,37.1,13.4,5.2,4.2,14.2,18.0,107.2,100.3
Florida State,2018,80.2,72.9,15.78,8.5,28.4,60.7,0.468,20.6,38.4,0.536,7.8,22.3,0.35,15.5,22.5,0.691,11.4,26.4,37.8,14.9,6.9,5.3,13.0,18.6,109.5,99.6
Providence,2018,73.6,72.7,11.12,10.23,25.7,58.2,0.441,19.3,39.0,0.495,6.4,19.2,0.332,15.8,22.5,0.704,10.5,25.1,35.6,13.9,6.8,3.7,12.3,17.8,104.1,102.8
San Diego State,2018,77.1,67.9,12.23,3.91,27.3,59.6,0.459,20.1,38.1,0.527,7.2,21.5,0.337,15.2,21.3,0.715,11.1,26.8,37.9,14.8,6.2,3.2,11.9,17.1,109.6,96.5
South Dakota State,2018,84.5,74.3,6.84,-0.38,28.7,61.3,0.467,18.0,34.9,0.516,10.7,26.5,0.403,16.5,21.7,0.762,8.9,30.0,38.9,13.3,4.9,2.3,10.1,16.1,115.7,101.6
UNC Greensboro,2018,73.2,62.5,4.54,-3.87,26.4,59.3,0.445,16.9,32.5,0.522,9.5,26.8,0.353,10.9,15.7,0.698,11.9,25.4,37.3,13.9,7.6,3.8,13.7,18.6,107.1,91.5
Montana,2018,77.2,68.5,6.29,-2.24,27.8,59.4,0.467,22.3,43.3,0.515,5.5,16.1,0.339,16.2,22.9,0.706,11.8,25.2,37.0,12.6,7.8,3.4,12.4,21.1,108.8,96.5
Lipscomb,2018,82.1,77.7,-2.1,-3.8,28.0,61.8,0.453,19.9,37.2,0.535,8.1,24.6,0.328,18.0,25.0,0.718,10.5,28.2,38.7,15.7,6.5,3.1,14.9,19.9,105.0,99.4
North Carolina Central,2018,72.0,69.3,-13.18,-12.31,27.1,58.9,0.461,21.1,40.6,0.519,6.1,18.3,0.331,11.7,17.1,0.687,11.9,26.3,38.2,15.6,5.1,3.3,14.1,18.6,104.3,100.4
Villanova,2018,86.6,70.2,26.64,10.24,30.5,61.0,0.5,18.9,32.1,0.59,11.6,29.0,0.401,14.0,18.0,0.779,9.6,26.3,35.9,16.4,6.5,4.1,10.7,16.1,122.3,99.2
Purdue,2018,80.4,65.7,23.41,8.74,27.9,56.7,0.493,18.4,34.0,0.541,9.5,22.7,0.42,15.0,20.2,0.743,8.6,26.4,35.0,16.2,5.7,4.9,10.8,15.7,117.7,96.2
Texas Tech,2018,74.6,64.8,19.38,9.6,26.1,56.6,0.46,19.2,37.7,0.511,6.8,19.0,0.359,15.6,22.2,0.704,11.0,25.0,36.0,14.3,7.1,4.3,12.3,18.1,108.4,94.2
Wichita State,2018,82.8,71.6,16.58,5.46,29.0,60.9,0.476,19.9,37.0,0.538,9.1,23.8,0.381,15.7,21.2,0.739,12.3,28.2,40.5,18.5,4.7,3.8,11.7,17.6,117.3,101.6
West Virginia,2018,80.1,69.6,19.89,9.38,28.0,64.2,0.436,19.3,39.5,0.488,8.7,24.6,0.353,15.4,20.1,0.766,14.1,23.8,37.9,15.2,8.1,5.2,11.4,21.6,113.2,98.3
Florida,2018,75.8,69.2,16.66,10.08,26.3,60.7,0.432,17.2,36.3,0.474,9.1,24.5,0.37,14.2,19.8,0.718,10.8,24.4,35.2,13.1,7.0,4.8,9.9,17.4,109.6,100.1
Arkansas,2018,80.5,75.6,14.76,9.85,28.7,60.5,0.474,21.0,41.1,0.512,7.7,19.5,0.395,15.4,22.7,0.681,10.0,24.5,34.5,14.3,6.2,4.7,10.9,20.0,111.8,105.0
Virginia Tech,2018,79.8,72.2,14.35,6.71,28.2,56.5,0.499,19.5,33.9,0.573,8.8,22.6,0.388,14.6,20.6,0.709,7.5,25.2,32.7,16.4,5.8,2.2,12.0,15.8,113.0,102.2
Alabama,2018,72.3,70.6,12.34,10.64,25.3,54.9,0.461,18.9,35.4,0.535,6.4,19.5,0.326,15.4,23.0,0.67,10.0,25.8,35.8,12.7,6.3,5.3,14.3,18.8,103.0,100.6
Butler,2018,78.9,72.6,16.92,10.55,29.1,61.6,0.473,20.9,38.6,0.543,8.2,23.0,0.357,12.5,16.1,0.776,9.3,25.0,34.2,14.0,6.6,2.9,11.2,18.3,111.0,102.1
St. Bonaventure,2018,77.1,70.8,8.87,2.61,26.0,57.6,0.451,18.5,38.2,0.485,7.5,19.4,0.386,17.6,23.4,0.752,10.1,25.4,35.5,13.9,7.0,3.5,11.5,19.8,109.5,100.6
Murray State,2018,78.6,66.2,6.87,-3.53,27.2,56.3,0.483,18.7,33.9,0.553,8.5,22.5,0.377,15.8,21.5,0.734,10.7,26.4,37.1,14.7,6.8,3.3,12.0,17.5,115.3,97.1
Marshall,2018,83.8,79.1,4.21,0.43,28.9,62.0,0.467,18.9,33.9,0.557,10.1,28.1,0.358,15.9,20.8,0.764,8.1,27.6,35.8,17.1,7.0,5.8,13.2,17.1,108.7,102.7
Stephen F. Austin,2018,80.5,68.2,2.66,-6.46,28.6,58.8,0.486,21.7,40.2,0.538,6.9,18.6,0.372,16.5,23.4,0.705,11.5,24.2,35.7,14.2,10.3,3.1,15.4,21.9,109.2,92.4
Cal State Fullerton,2018,72.4,70.2,-0.93,-1.03,25.1,53.8,0.467,19.9,38.2,0.522,5.2,15.6,0.334,17.0,23.3,0.729,8.8,26.3,35.1,12.6,6.3,3.3,14.2,18.1,102.8,99.5
Kansas,2018,81.4,71.9,21.39,11.88,29.9,60.7,0.492,19.8,35.7,0.556,10.0,25.0,0.401,11.6,16.4,0.708,9.8,25.8,35.6,16.6,6.5,4.1,11.7,15.3,115.5,102.0
Duke,2018,84.4,69.6,24.43,9.7,30.4,61.8,0.492,22.1,39.4,0.56,8.4,22.5,0.372,15.2,21.4,0.71,13.4,27.6,41.1,17.5,7.4,5.0,12.4,15.5,118.6,97.9
Michigan State,2018,80.2,64.9,22.41,7.1,28.3,57.0,0.496,20.0,36.3,0.552,8.3,20.7,0.4,15.3,20.5,0.747,11.6,29.5,41.1,19.1,4.1,7.2,13.1,18.3,117.3,94.9
Auburn,2018,81.9,73.2,15.97,7.29,26.6,61.8,0.431,17.1,35.1,0.487,9.5,26.7,0.357,19.0,24.6,0.774,12.0,26.0,37.9,14.1,7.4,5.3,12.1,19.8,111.5,99.6
Clemson,2018,73.8,65.9,17.16,9.25,25.7,56.3,0.456,17.5,33.9,0.516,8.2,22.5,0.366,14.2,18.9,0.755,8.9,26.9,35.9,13.2,5.7,4.8,11.8,16.1,108.5,96.9
Rhode Island,2018,76.0,68.8,11.81,4.61,28.1,61.6,0.455,21.1,41.9,0.504,6.9,19.7,0.352,12.9,18.5,0.697,11.4,23.0,34.4,15.3,7.3,3.5,10.6,19.0,109.0,98.7
Seton Hall,2018,79.4,73.9,15.67,10.11,28.6,61.0,0.468,21.2,40.8,0.519,7.4,20.1,0.365,15.0,21.4,0.698,12.2,26.1,38.3,15.5,6.2,3.4,12.7,18.1,111.0,103.2
NC State,2018,81.3,75.1,12.91,6.7,29.2,62.2,0.47,21.3,40.8,0.521,8.0,21.4,0.372,14.8,21.3,0.696,12.2,23.5,35.6,16.1,7.4,3.7,12.1,18.5,112.3,103.7
Oklahoma,2018,84.9,81.7,13.81,10.56,29.8,64.5,0.462,20.4,38.3,0.533,9.4,26.1,0.359,15.9,21.4,0.746,10.6,27.8,38.4,15.0,6.5,4.7,13.4,17.2,109.8,105.6
Arizona State,2018,82.7,74.8,14.37,6.55,27.8,60.0,0.463,18.8,35.2,0.532,9.0,24.8,0.363,18.2,24.8,0.733,9.8,25.3,35.2,14.3,6.5,3.6,10.7,18.9,113.5,102.8
New Mexico State,2018,75.6,64.2,9.06,-1.1,28.3,61.9,0.458,20.7,39.1,0.53,7.6,22.7,0.334,11.4,17.7,0.643,12.6,28.7,41.2,14.1,5.6,3.0,12.6,17.8,107.5,91.3
College of Charleston,2018,74.6,68.6,1.83,-3.29,25.7,56.0,0.459,18.1,34.9,0.52,7.6,21.2,0.36,15.5,20.6,0.754,8.4,24.8,33.2,11.4,5.2,3.5,10.0,16.6,111.1,102.1
Bucknell,2018,81.1,73.1,4.49,-3.46,27.6,58.6,0.471,19.6,35.6,0.55,8.0,23.0,0.348,17.9,24.9,0.719,9.3,27.3,36.6,14.4,5.5,4.3,12.5,18.7,110.3,99.5
Iona,2018,79.5,76.5,0.75,-2.19,28.1,61.1,0.461,18.6,36.2,0.515,9.5,24.9,0.383,13.6,18.4,0.738,8.6,25.1,33.7,15.9,6.7,3.0,11.6,17.3,109.2,105.1
Duke,2019,82.7,67.8,26.9,11.97,30.4,63.6,0.478,23.1,39.9,0.58,7.3,23.8,0.308,14.5,21.1,0.686,13.0,28.2,41.2,15.9,9.1,6.8,12.8,15.7,112.6,92.3
Michigan State,2019,77.6,65.0,24.93,12.34,27.5,57.2,0.48,19.3,35.5,0.543,8.2,21.6,0.378,14.5,19.2,0.753,10.6,29.9,40.5,18.3,5.2,5.3,12.6,16.6,113.1,94.8
LSU,2019,80.4,73.1,16.5,9.15,28.2,61.8,0.457,21.5,40.6,0.529,6.7,21.1,0.319,17.2,22.9,0.752,13.1,25.6,38.7,12.9,8.8,4.2,12.9,18.1,111.1,100.9
Virginia Tech,2019,73.5,62.1,19.28,7.79,25.5,54.3,0.47,16.2,30.5,0.529,9.3,23.7,0.394,13.2,17.3,0.761,8.9,23.8,32.6,15.2,6.7,2.2,11.2,15.2,113.3,95.6
Mississippi State,2019,77.3,70.4,15.96,9.07,27.5,58.3,0.472,18.9,35.5,0.533,8.6,22.8,0.377,13.6,19.0,0.717,11.6,24.2,35.7,14.1,8.1,5.1,13.3,17.2,111.9,102.0
Maryland,2019,71.4,65.5,16.01,10.09,25.2,56.1,0.449,18.0,35.4,0.508,7.3,20.8,0.349,13.7,18.4,0.743,11.1,28.2,39.3,13.1,4.4,4.8,12.9,15.5,107.3,98.4
Louisville,2019,74.6,68.4,17.28,11.04,25.1,57.9,0.434,16.5,32.6,0.506,8.6,25.3,0.342,15.7,20.2,0.777,10.1,28.0,38.1,13.5,4.4,2.9,12.1,17.4,107.4,98.4
VCU,2019,71.0,61.9,11.96,2.87,24.8,56.7,0.438,17.7,33.4,0.531,7.1,23.4,0.305,14.2,20.3,0.701,10.8,25.8,36.6,13.6,8.0,4.5,13.9,19.7,102.1,89.1
UCF,2019,72.3,64.5,13.37,5.58,24.8,53.4,0.465,17.9,34.4,0.52,6.9,19.0,0.365,15.7,24.2,0.649,9.5,27.3,36.8,13.3,5.7,4.5,11.9,16.8,107.1,95.5
Minnesota,2019,70.6,69.4,12.52,11.27,24.6,56.6,0.435,19.3,39.9,0.485,5.3,16.8,0.317,16.1,23.6,0.682,11.2,25.3,36.5,14.5,4.9,3.9,11.6,16.1,103.7,101.8
Temple,2019,74.7,71.5,8.17,4.93,26.5,60.5,0.437,19.0,37.9,0.501,7.5,22.7,0.33,14.3,19.7,0.727,9.6,24.8,34.4,14.4,8.6,2.2,11.2,17.6,104.4,99.9
Liberty,2019,73.7,61.4,5.27,-3.88,26.8,54.9,0.487,17.8,30.7,0.581,8.9,24.3,0.369,11.3,14.6,0.775,7.5,25.1,32.6,14.8,6.2,2.7,11.0,15.1,112.8,93.9
Saint Louis,2019,66.6,63.8,5.06,2.23,23.8,57.0,0.417,18.1,38.3,0.472,5.7,18.8,0.304,13.4,22.5,0.598,13.7,26.0,39.7,12.8,7.1,4.0,12.9,17.6,99.4,95.2
Yale,2019,80.9,73.4,5.52,-1.24,29.8,60.4,0.493,22.1,39.3,0.563,7.7,21.1,0.363,13.7,18.6,0.738,8.6,29.9,38.6,16.8,5.9,4.4,13.1,17.0,109.7,99.5
Bradley,2019,66.5,65.3,-0.08,-0.9,23.2,53.5,0.433,16.3,34.9,0.468,6.9,18.7,0.368,13.3,19.2,0.692,8.9,25.2,34.1,12.1,5.3,3.8,12.6,17.6,100.2,98.3
North Carolina Central,2019,71.4,66.6,-11.53,-11.24,25.7,56.5,0.455,19.2,36.1,0.531,6.5,20.4,0.319,13.5,18.9,0.718,11.7,25.5,37.2,15.5,6.1,2.7,15.1,17.9,104.0,97.0
Gonzaga,2019,87.6,64.9,27.79,5.01,31.8,60.5,0.526,24.1,39.2,0.614,7.8,21.4,0.363,16.3,21.4,0.761,9.6,29.4,39.0,18.1,7.5,5.5,10.6,16.3,122.2,90.4
Michigan,2019,69.6,58.3,21.82,10.55,25.4,56.8,0.448,17.7,34.1,0.518,7.8,22.7,0.342,11.0,15.6,0.701,8.1,27.2,35.3,13.8,6.1,4.0,9.0,13.9,106.5,89.2
Texas Tech,2019,72.8,59.5,22.79,9.53,26.1,55.5,0.469,18.8,35.6,0.528,7.3,20.0,0.365,13.4,18.3,0.732,8.3,25.8,34.1,13.6,7.3,4.9,12.0,17.4,106.9,87.4
Florida State,2019,74.9,67.2,17.99,10.26,25.9,58.7,0.442,18.6,36.5,0.509,7.4,22.1,0.332,15.6,21.0,0.744,11.3,26.3,37.6,12.8,7.2,4.4,13.3,19.1,106.3,95.3
Marquette,2019,77.3,69.5,14.78,6.96,26.3,57.9,0.454,16.9,33.7,0.5,9.4,24.2,0.388,15.4,20.4,0.757,9.7,28.3,38.0,13.4,4.9,4.3,13.7,18.7,108.2,97.3
Buffalo,2019,84.4,70.8,15.56,2.62,30.1,65.1,0.462,20.5,36.7,0.559,9.6,28.4,0.337,14.6,21.3,0.687,12.6,28.3,40.8,16.6,7.3,3.9,12.0,18.3,112.8,94.7
Nevada,2019,80.1,66.8,16.0,2.68,27.2,58.8,0.462,18.4,33.6,0.548,8.7,25.1,0.347,17.0,24.0,0.708,9.6,27.9,37.5,14.6,6.2,3.9,10.4,17.2,113.2,94.4
Syracuse,2019,69.7,66.1,13.73,10.09,23.8,56.1,0.424,15.7,31.9,0.493,8.1,24.2,0.333,14.1,20.6,0.685,10.7,23.9,34.5,12.0,8.2,4.8,12.4,17.3,103.4,98.0
Baylor,2019,71.8,67.7,13.38,9.26,25.6,57.8,0.442,17.5,34.2,0.512,8.1,23.6,0.341,12.6,18.7,0.677,13.2,24.4,37.7,13.9,6.1,4.7,13.1,18.7,107.6,101.4
Florida,2019,67.8,63.6,15.42,11.22,23.8,56.0,0.425,15.7,31.8,0.495,8.1,24.2,0.334,12.1,16.8,0.721,10.4,22.9,33.4,12.1,7.1,3.6,11.7,17.1,103.7,97.3
Arizona State,2019,77.6,73.4,10.28,6.04,26.4,59.2,0.447,19.4,38.2,0.508,7.1,21.0,0.336,17.6,25.9,0.68,11.7,28.0,39.7,13.5,6.3,3.2,13.7,19.9,105.4,99.6
Murray State,2019,82.6,68.3,8.96,-3.11,29.9,60.8,0.492,22.1,38.7,0.572,7.8,22.2,0.353,14.9,20.4,0.733,10.6,27.2,37.8,17.9,7.5,4.5,12.2,16.0,115.0,95.1
Vermont,2019,73.8,63.0,4.88,-4.18,25.4,55.5,0.458,17.4,33.1,0.525,8.0,22.4,0.359,14.9,19.9,0.748,8.9,26.2,35.1,11.7,5.5,4.0,11.1,16.7,110.2,94.1
Northern Kentucky,2019,78.5,68.9,4.67,-2.39,28.0,58.5,0.478,19.2,34.4,0.559,8.7,24.1,0.363,13.8,20.7,0.666,10.4,26.7,37.1,16.9,6.2,4.0,12.6,19.0,111.4,97.7
Montana,2019,76.1,68.5,1.5,-5.05,27.9,56.7,0.492,19.7,34.9,0.564,8.2,21.8,0.376,12.2,17.7,0.689,8.4,25.2,33.6,14.6,6.5,3.0,11.9,18.7,110.6,99.5
Fairleigh Dickinson,2019,74.9,71.9,-6.09,-7.24,26.3,55.4,0.475,18.6,36.2,0.515,7.7,19.2,0.4,14.5,20.1,0.725,9.2,23.8,33.0,13.9,7.5,3.8,13.6,16.5,107.5,103.2
Virginia,2019,71.4,56.1,25.46,10.15,25.6,54.1,0.474,17.2,32.7,0.525,8.4,21.4,0.395,11.7,15.7,0.744,9.0,25.9,34.9,14.3,5.6,3.9,9.0,14.3,116.3,91.3
Tennessee,2019,82.0,69.7,21.55,10.16,29.9,60.3,0.496,22.8,41.0,0.556,7.1,19.3,0.367,15.2,20.1,0.754,10.2,27.4,37.6,17.8,6.0,5.4,11.1,17.7,116.1,98.7
Purdue,2019,76.7,67.2,21.4,11.99,26.9,59.6,0.451,16.7,32.4,0.515,10.1,27.1,0.374,12.8,17.8,0.719,11.7,25.6,37.3,14.4,6.1,4.0,10.6,17.4,114.4,100.4
Kansas State,2019,65.8,59.6,15.38,9.18,23.7,55.2,0.429,16.6,34.0,0.488,7.1,21.2,0.334,11.3,16.9,0.667,9.6,23.9,33.4,13.6,7.5,2.2,11.3,16.2,101.3,91.7
Wisconsin,2019,68.6,61.7,17.89,11.01,25.7,57.2,0.449,18.6,37.4,0.497,7.1,19.8,0.359,10.1,15.6,0.648,8.3,26.9,35.2,12.6,5.2,4.1,9.6,15.0,103.9,93.5
Villanova,2019,73.7,67.4,14.33,7.97,24.6,56.1,0.438,14.0,26.1,0.537,10.6,30.0,0.352,14.1,19.3,0.728,10.2,24.6,34.8,14.0,5.4,2.9,10.8,16.1,112.2,102.5
Cincinnati,2019,71.7,62.7,14.53,5.5,24.9,57.7,0.432,18.3,38.4,0.476,6.6,19.2,0.345,15.3,21.7,0.704,12.6,23.5,36.1,13.3,6.1,4.4,10.4,16.1,109.5,95.7
Ole Miss,2019,75.3,71.1,12.31,8.13,26.5,57.8,0.46,18.3,34.7,0.527,8.2,23.0,0.358,14.0,17.8,0.783,9.8,24.4,34.2,14.4,7.1,3.6,12.6,18.3,108.4,102.4
