team,year,ncaa_wins,ncaa_loss,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating
Arizona State,2019,St. John's (NY),Buffalo,77.6,73.4,10.28,6.04,26.4,59.2,0.447,19.4,38.2,0.508,7.1,21.0,0.336,17.6,25.9,0.68,11.7,28.0,39.7,13.5,6.3,3.2,13.7,19.9,105.4,99.6
Murray State,2019,Marquette,Florida State,82.6,68.3,8.96,-3.11,29.9,60.8,0.492,22.1,38.7,0.572,7.8,22.2,0.353,14.9,20.4,0.733,10.6,27.2,37.8,17.9,7.5,4.5,12.2,16.0,115.0,95.1
Vermont,2019,,Florida State,73.8,63.0,4.88,-4.18,25.4,55.5,0.458,17.4,33.1,0.525,8.0,22.4,0.359,14.9,19.9,0.748,8.9,26.2,35.1,11.7,5.5,4.0,11.1,16.7,110.2,94.1
Northern Kentucky,2019,,Texas Tech,78.5,68.9,4.67,-2.39,28.0,58.5,0.478,19.2,34.4,0.559,8.7,24.1,0.363,13.8,20.7,0.666,10.4,26.7,37.1,16.9,6.2,4.0,12.6,19.0,111.4,97.7
Montana,2019,,Michigan,76.1,68.5,1.5,-5.05,27.9,56.7,0.492,19.7,34.9,0.564,8.2,21.8,0.376,12.2,17.7,0.689,8.4,25.2,33.6,14.6,6.5,3.0,11.9,18.7,110.6,99.5
Fairleigh Dickinson,2019,Prairie View,Gonzaga,74.9,71.9,-6.09,-7.24,26.3,55.4,0.475,18.6,36.2,0.515,7.7,19.2,0.4,14.5,20.1,0.725,9.2,23.8,33.0,13.9,7.5,3.8,13.6,16.5,107.5,103.2
Virginia,2019,"Gardner-Webb, Oklahoma, Oregon, Purdue, Auburn, Texas Tech",,71.4,56.1,25.46,10.15,25.6,54.1,0.474,17.2,32.7,0.525,8.4,21.4,0.395,11.7,15.7,0.744,9.0,25.9,34.9,14.3,5.6,3.9,9.0,14.3,116.3,91.3
Tennessee,2019,"Colgate, Iowa",Purdue,82.0,69.7,21.55,10.16,29.9,60.3,0.496,22.8,41.0,0.556,7.1,19.3,0.367,15.2,20.1,0.754,10.2,27.4,37.6,17.8,6.0,5.4,11.1,17.7,116.1,98.7
Purdue,2019,"Old Dominion, Villanova, Tennessee",Virginia,76.7,67.2,21.4,11.99,26.9,59.6,0.451,16.7,32.4,0.515,10.1,27.1,0.374,12.8,17.8,0.719,11.7,25.6,37.3,14.4,6.1,4.0,10.6,17.4,114.4,100.4
Kansas State,2019,,UC Irvine,65.8,59.6,15.38,9.18,23.7,55.2,0.429,16.6,34.0,0.488,7.1,21.2,0.334,11.3,16.9,0.667,9.6,23.9,33.4,13.6,7.5,2.2,11.3,16.2,101.3,91.7
Wisconsin,2019,,Oregon,68.6,61.7,17.89,11.01,25.7,57.2,0.449,18.6,37.4,0.497,7.1,19.8,0.359,10.1,15.6,0.648,8.3,26.9,35.2,12.6,5.2,4.1,9.6,15.0,103.9,93.5
Villanova,2019,Saint Mary's (CA),Purdue,73.7,67.4,14.33,7.97,24.6,56.1,0.438,14.0,26.1,0.537,10.6,30.0,0.352,14.1,19.3,0.728,10.2,24.6,34.8,14.0,5.4,2.9,10.8,16.1,112.2,102.5
Cincinnati,2019,,Iowa,71.7,62.7,14.53,5.5,24.9,57.7,0.432,18.3,38.4,0.476,6.6,19.2,0.345,15.3,21.7,0.704,12.6,23.5,36.1,13.3,6.1,4.4,10.4,16.1,109.5,95.7
Ole Miss,2019,,Oklahoma,75.3,71.1,12.31,8.13,26.5,57.8,0.46,18.3,34.7,0.527,8.2,23.0,0.358,14.0,17.8,0.783,9.8,24.4,34.2,14.4,7.1,3.6,12.6,18.3,108.4,102.4
Oklahoma,2019,Mississippi,Virginia,71.3,68.2,15.3,12.21,26.0,58.1,0.447,19.3,38.9,0.497,6.6,19.2,0.346,12.7,18.2,0.697,9.0,28.2,37.1,12.6,6.0,3.0,11.8,15.5,102.4,98.0
Iowa,2019,Cincinnati,Tennessee,78.3,73.9,14.27,9.84,26.1,57.3,0.456,18.0,35.0,0.514,8.1,22.3,0.364,17.9,24.3,0.739,10.2,25.4,35.6,15.5,6.0,3.2,12.2,16.1,110.4,104.1
Saint Mary's,2019,,Villanova,72.4,64.3,12.58,4.4,26.4,56.0,0.472,19.0,36.3,0.523,7.4,19.7,0.378,12.1,16.3,0.742,9.7,25.0,34.7,10.0,5.9,2.6,10.4,16.8,112.2,99.6
Oregon,2019,"Wisconsin, UC Irvine",Virginia,70.0,62.2,13.95,6.13,25.2,55.9,0.451,17.4,33.8,0.516,7.8,22.1,0.351,11.8,16.4,0.721,9.5,24.9,34.4,13.2,7.6,4.3,11.6,17.5,106.2,94.4
UC Irvine,2019,Kansas State,Oregon,72.3,63.6,5.7,-2.3,26.7,58.4,0.457,19.9,39.4,0.504,6.8,18.9,0.359,12.1,17.3,0.702,11.6,28.2,39.8,12.9,5.7,4.1,11.9,18.2,107.8,94.8
Old Dominion,2019,,Purdue,65.7,60.8,3.74,-1.18,23.5,57.9,0.406,16.0,36.3,0.44,7.5,21.6,0.349,11.1,16.7,0.663,11.9,27.1,39.0,12.5,5.6,4.6,11.7,16.6,100.2,92.7
Colgate,2019,,Tennessee,75.7,70.2,1.23,-3.83,27.3,57.0,0.479,18.1,33.7,0.538,9.1,23.3,0.393,11.9,16.1,0.742,9.2,26.2,35.4,15.5,6.1,3.5,13.0,15.6,110.3,102.4
Gardner–Webb,2019,,Virginia,77.7,70.5,-2.61,-4.43,27.3,56.1,0.487,19.3,35.5,0.542,8.0,20.5,0.391,15.1,21.2,0.711,7.7,26.3,34.0,14.3,6.8,2.9,11.6,16.0,110.9,100.7
North Carolina,2019,"Iona, Washington",Auburn,85.8,73.2,23.94,11.35,31.1,66.9,0.464,22.4,43.0,0.521,8.7,23.9,0.362,15.0,20.2,0.743,13.3,30.9,44.1,18.8,7.0,3.3,13.1,17.0,112.7,96.1
Kentucky,2019,"Abilene Christian, Wofford, Houston",Auburn,75.8,64.7,21.43,10.29,26.4,55.4,0.477,20.6,39.0,0.529,5.8,16.4,0.354,17.2,23.2,0.739,11.5,27.1,38.6,13.5,5.9,4.8,12.6,16.2,111.9,95.5
Houston,2019,"Georgia State, Ohio State",Kentucky,75.3,61.0,18.91,4.61,26.5,59.5,0.446,17.5,34.2,0.513,9.0,25.4,0.355,13.2,18.8,0.703,12.1,28.5,40.6,14.8,6.5,4.4,11.1,19.1,111.8,90.6
Kansas,2019,Northeastern,Auburn,75.7,70.1,18.35,12.79,27.5,59.1,0.465,20.3,38.5,0.526,7.2,20.6,0.35,13.5,19.2,0.705,10.4,27.8,38.2,13.3,6.8,3.9,13.1,16.9,106.5,98.7
Auburn,2019,"New Mexico State, Kansas, North Carolina, Kentucky",Virginia,79.7,68.8,20.84,10.92,27.4,61.0,0.45,16.1,30.9,0.521,11.4,30.1,0.377,13.5,19.0,0.711,11.4,22.8,34.2,14.3,9.2,4.8,11.7,18.3,114.1,98.4
Iowa State,2019,,Ohio State,76.9,68.1,18.07,9.3,27.8,58.5,0.476,19.4,35.3,0.55,8.4,23.2,0.363,12.9,17.6,0.732,9.3,25.8,35.1,15.1,7.1,4.6,10.8,14.8,112.7,99.9
Wofford,2019,Seton Hall,Kentucky,82.3,65.6,13.92,0.8,29.8,60.9,0.49,18.8,34.4,0.548,11.0,26.5,0.414,11.6,16.5,0.704,10.4,24.8,35.2,15.1,6.7,3.0,10.8,16.8,119.2,95.0
Utah State,2019,,Washington,78.7,67.1,11.97,0.89,27.4,58.2,0.471,19.6,36.2,0.541,7.8,22.1,0.355,16.0,21.3,0.748,10.8,29.4,40.1,17.1,6.1,4.2,12.8,18.5,111.6,95.2
Washington,2019,Utah State,North Carolina,69.8,64.8,12.01,7.01,24.5,54.3,0.451,16.9,32.7,0.519,7.6,21.7,0.35,13.1,18.9,0.695,9.3,22.1,31.4,11.6,9.0,5.7,13.3,18.1,103.2,95.8
Seton Hall,2019,,Wofford,73.8,71.9,10.25,8.34,26.1,59.4,0.439,19.1,37.6,0.506,7.1,21.8,0.324,14.5,20.5,0.706,10.6,25.1,35.7,13.5,6.9,3.9,12.4,18.8,104.0,101.4
Ohio State,2019,Iowa State,Houston,69.1,66.2,13.89,11.0,24.0,55.2,0.434,16.4,33.1,0.497,7.5,22.1,0.341,13.6,18.6,0.734,9.4,25.3,34.7,14.1,5.9,2.4,12.5,17.8,103.2,98.9
New Mexico State,2019,,Auburn,78.1,64.5,10.05,-2.38,27.5,59.8,0.46,18.2,31.9,0.57,9.3,27.9,0.334,13.8,20.4,0.678,12.7,25.7,38.4,14.7,5.6,2.6,12.0,18.1,113.9,94.1
Northeastern,2019,,Kansas,75.4,70.8,3.95,-0.7,25.9,54.4,0.476,16.2,29.1,0.558,9.6,25.2,0.382,14.0,18.6,0.751,7.0,24.6,31.6,14.1,6.2,2.2,11.2,15.9,111.7,104.8
Georgia State,2019,,Houston,76.4,73.3,2.44,0.65,26.6,57.9,0.459,16.9,32.6,0.517,9.7,25.3,0.384,13.6,20.4,0.666,8.0,24.6,32.6,12.2,7.9,4.6,11.5,17.1,107.1,102.7
Abilene Christian,2019,,Kentucky,73.6,63.6,-1.91,-7.34,26.4,56.2,0.469,19.0,36.8,0.516,7.4,19.4,0.38,13.4,18.9,0.712,9.6,23.1,32.6,15.4,8.7,2.7,12.0,18.7,108.7,93.8
Iona,2019,,North Carolina,76.7,76.0,-4.78,-5.5,26.0,57.5,0.452,17.0,31.9,0.532,9.0,25.6,0.351,15.8,21.2,0.745,8.6,26.3,34.9,13.1,6.8,2.7,12.3,17.1,107.4,106.4
Gonzaga,2021,"Norfolk State, Oklahoma, Creighton, Southern California, UCLA",Baylor,91.0,69.7,27.2,5.92,33.7,61.4,0.549,26.2,41.0,0.639,7.5,20.4,0.368,16.0,22.0,0.73,9.0,28.1,37.2,18.8,7.9,2.8,12.0,16.3,121.5,93.1
Iowa,2021,Grand Canyon,Oregon,83.7,72.7,21.4,10.43,29.8,63.3,0.471,20.1,38.1,0.527,9.7,25.2,0.386,14.5,20.2,0.715,11.2,28.5,39.7,19.2,5.6,4.5,9.5,14.9,117.5,102.1
Kansas,2021,Eastern Washington,Southern California,73.0,67.0,15.29,10.26,26.3,60.3,0.436,18.7,38.2,0.49,7.6,22.1,0.342,12.9,18.0,0.716,11.1,26.4,37.5,13.8,6.9,4.0,12.0,15.3,104.3,95.7
Virginia,2021,,Ohio,68.2,60.5,15.27,7.59,25.2,53.0,0.474,16.7,30.4,0.549,8.5,22.6,0.375,9.4,11.5,0.816,6.5,25.2,31.6,13.8,4.9,4.4,9.2,12.9,111.5,99.0
Creighton,2021,"UC Santa Barbara, Ohio",Gonzaga,76.0,68.2,16.28,8.54,28.3,60.1,0.472,18.9,33.9,0.557,9.5,26.2,0.361,9.9,15.4,0.64,8.4,27.4,35.7,15.6,7.0,3.3,11.0,15.4,108.3,97.3
USC,2021,"Drake, Kansas, Oregon",Gonzaga,74.9,65.1,20.5,10.65,27.4,58.1,0.472,20.9,40.1,0.522,6.5,18.0,0.36,13.7,21.1,0.649,11.6,27.2,38.8,13.9,4.8,5.1,12.4,15.1,109.0,94.7
Oregon,2021,"VCU, Iowa",Southern California,74.9,68.4,16.14,9.64,27.8,59.0,0.472,19.5,36.8,0.529,8.4,22.2,0.377,10.9,15.3,0.711,9.4,23.7,33.1,13.9,7.4,3.7,11.4,15.5,109.9,100.3
Oklahoma,2021,Missouri,Gonzaga,74.5,69.9,13.52,8.86,26.7,60.4,0.443,18.9,37.3,0.506,7.9,23.0,0.341,13.2,17.7,0.745,9.6,26.1,35.7,13.3,7.1,3.6,11.0,14.7,106.2,99.6
Missouri,2021,,Oklahoma,73.4,71.9,12.37,10.87,25.7,57.6,0.446,18.6,35.8,0.52,7.1,21.8,0.325,15.0,21.3,0.701,9.8,25.9,35.7,13.3,6.7,3.5,13.3,19.7,103.3,101.2
VCU,2021,,Oregon,71.7,65.2,11.3,4.76,25.3,56.2,0.451,18.9,36.5,0.517,6.5,19.6,0.329,14.5,19.1,0.761,9.2,25.1,34.2,13.3,9.2,5.4,14.6,18.7,101.2,92.0
Wichita State,2021,,Drake,71.5,66.8,9.36,6.91,24.2,59.9,0.405,16.1,35.8,0.451,8.1,24.1,0.336,14.9,21.9,0.68,11.9,26.0,37.9,13.0,6.1,3.7,11.2,15.5,103.0,96.2
UC Santa Barbara,2021,,Creighton,76.0,62.8,7.8,-2.08,27.4,56.8,0.482,20.7,37.5,0.551,6.7,19.3,0.347,14.5,19.3,0.751,9.3,25.9,35.2,16.2,7.4,2.8,10.9,15.9,112.0,92.6
Ohio,2021,Virginia,Creighton,79.2,72.6,5.48,-0.56,29.1,60.8,0.479,20.8,37.0,0.56,8.4,23.7,0.352,12.6,17.9,0.703,9.6,25.7,35.3,17.5,6.4,2.1,12.0,15.8,110.6,101.4
Eastern Washington,2021,,Kansas,78.3,70.4,4.03,-3.15,27.8,59.4,0.468,19.3,35.5,0.544,8.5,23.9,0.355,14.2,18.0,0.791,7.4,27.9,35.3,15.2,4.8,2.9,11.5,17.0,109.0,98.0
Grand Canyon,2021,,Iowa,75.5,62.1,5.11,-3.46,28.2,57.7,0.488,21.4,37.0,0.578,6.8,20.7,0.329,12.4,18.1,0.684,10.6,29.3,39.9,16.3,4.8,3.0,12.8,17.2,110.7,91.1
Norfolk State,2021,Appalachian State,Gonzaga,73.6,69.7,-6.16,-8.51,25.2,59.1,0.427,17.4,38.0,0.459,7.8,21.1,0.367,15.4,21.8,0.705,9.9,26.4,36.3,12.1,6.5,3.2,12.9,19.2,101.7,96.3
Michigan,2021,"Texas Southern, Louisiana State, Florida State",UCLA,75.8,65.1,22.0,11.25,27.5,57.1,0.482,20.2,37.8,0.535,7.4,19.3,0.381,13.3,17.3,0.769,8.9,28.5,37.5,15.8,4.3,4.2,11.3,14.7,111.3,95.5
Alabama,2021,"Iona, Maryland",UCLA,79.7,70.1,19.58,10.01,28.0,64.4,0.435,17.5,34.4,0.507,10.5,30.0,0.352,13.1,18.5,0.708,12.4,28.3,40.7,14.1,8.5,4.3,13.9,18.3,106.3,93.5
Texas,2021,,Abilene Christian,74.4,68.2,15.51,9.36,26.0,57.3,0.454,17.4,33.1,0.525,8.6,24.1,0.356,13.8,19.4,0.71,10.8,27.6,38.4,13.2,6.5,4.1,14.6,19.7,105.5,96.8
Florida State,2021,"UNC Greensboro, Colorado",Michigan,77.2,69.2,17.12,9.16,27.7,58.4,0.474,20.0,38.0,0.527,7.7,20.4,0.376,14.0,19.0,0.741,10.9,25.8,36.7,14.5,7.3,5.1,14.4,18.4,109.1,97.8
Colorado,2021,Georgetown,Florida State,73.1,63.8,18.88,9.57,25.9,56.7,0.456,18.2,36.1,0.504,7.7,20.7,0.372,13.7,16.7,0.819,9.8,25.0,34.8,13.6,5.2,2.8,11.4,16.4,109.9,95.9
BYU,2021,,UCLA,78.1,68.6,15.19,7.23,28.7,59.6,0.483,20.0,36.1,0.554,8.7,23.4,0.373,11.9,16.4,0.725,9.4,29.7,39.2,16.1,4.6,2.8,13.2,18.0,109.8,96.4
UConn,2021,,Maryland,71.7,64.6,15.77,8.59,26.2,60.3,0.434,19.4,40.2,0.483,6.7,20.1,0.335,12.7,17.5,0.722,13.5,24.7,38.2,12.9,6.2,5.3,11.7,18.8,107.8,97.0
LSU,2021,St. Bonaventure,Michigan,81.8,75.2,15.7,9.14,28.8,62.9,0.459,20.8,39.6,0.524,8.1,23.2,0.347,16.0,21.3,0.751,11.4,27.0,38.4,12.1,7.8,2.9,11.3,17.4,112.1,103.1
St. Bonaventure,2021,,Louisiana State,70.0,61.1,13.44,4.49,25.8,58.3,0.443,19.4,39.7,0.489,6.4,18.6,0.344,12.0,16.3,0.738,11.3,25.6,36.9,14.6,5.9,4.0,10.7,15.3,107.3,93.6
Maryland,2021,Connecticut,Alabama,68.9,65.6,13.94,11.97,24.3,52.8,0.46,16.1,29.9,0.539,8.2,22.8,0.357,12.1,17.4,0.699,6.3,26.4,32.7,13.4,5.0,3.3,11.1,14.7,104.4,99.5
Michigan State,2021,,UCLA,69.4,71.1,9.8,11.48,24.9,58.4,0.426,18.5,38.6,0.481,6.4,19.8,0.321,13.3,18.3,0.727,10.9,26.6,37.4,15.9,4.5,4.7,13.0,19.8,100.3,102.7
Georgetown,2021,,Colorado,71.4,71.7,10.13,10.36,24.8,58.5,0.423,16.5,35.7,0.461,8.3,22.8,0.365,13.6,18.0,0.753,11.5,28.3,39.8,12.8,5.9,3.9,15.2,15.9,101.0,101.3
UNC Greensboro,2021,,Florida State,73.0,67.3,3.48,-2.15,27.4,65.1,0.421,19.8,39.7,0.499,7.6,25.4,0.299,10.6,15.5,0.683,12.6,26.6,39.1,12.3,7.5,3.8,11.0,18.1,103.1,95.2
Abilene Christian,2021,Texas,UCLA,75.7,60.4,6.27,-6.37,27.1,60.4,0.449,19.5,38.2,0.509,7.6,22.2,0.344,13.9,20.5,0.678,11.3,24.8,36.1,17.7,9.7,3.0,13.6,19.1,105.2,84.0
Iona,2021,,Alabama,71.3,66.1,-1.2,-6.42,24.8,56.1,0.442,17.4,34.9,0.499,7.3,21.2,0.346,14.4,19.3,0.744,10.8,26.1,36.8,13.6,6.8,4.2,15.6,21.6,102.0,94.5
Mount St. Mary's,2021,,Texas Southern,63.2,62.2,-5.67,-6.67,22.9,54.0,0.425,16.3,34.2,0.477,6.6,19.8,0.334,10.8,16.1,0.67,10.5,26.8,37.3,11.6,4.3,4.3,12.9,14.8,98.0,96.5
Baylor,2021,"Hartford, Wisconsin, Villanova, Arkansas, Houston, Gonzaga",,82.9,65.5,24.83,7.4,30.6,62.9,0.486,20.6,38.7,0.532,10.0,24.1,0.413,11.8,16.7,0.708,12.5,23.5,36.0,16.9,8.9,3.7,11.5,17.1,118.6,93.7
Ohio State,2021,,Oral Roberts,77.2,71.1,18.25,12.19,26.4,57.6,0.459,18.3,35.0,0.522,8.1,22.6,0.36,16.2,21.4,0.756,9.7,26.9,36.6,13.1,4.5,3.5,10.6,18.4,112.7,103.9
Arkansas,2021,"Colgate, Texas Tech, Oral Roberts",Baylor,81.4,70.8,17.8,7.18,29.2,64.7,0.451,21.9,42.8,0.513,7.3,21.9,0.332,15.7,21.2,0.74,11.8,27.9,39.7,14.6,7.8,4.9,12.9,16.9,108.0,93.9
Purdue,2021,,North Texas,71.0,66.7,15.55,11.23,25.5,57.0,0.447,18.3,35.5,0.517,7.2,21.5,0.333,12.9,18.1,0.711,11.1,26.5,37.6,14.3,5.1,3.5,12.5,17.5,105.8,99.4
Villanova,2021,"Winthrop, North Texas",Baylor,74.8,66.5,17.47,9.19,26.2,57.8,0.453,17.0,31.9,0.534,9.2,25.9,0.353,13.2,17.4,0.763,9.3,24.6,33.9,15.0,5.1,1.9,9.1,15.5,113.3,100.8
Texas Tech,2021,Utah State,Arkansas,72.5,63.2,16.59,7.28,25.3,57.7,0.439,18.9,39.6,0.478,6.4,18.0,0.354,15.5,21.9,0.71,11.5,23.5,35.0,13.0,7.1,4.0,10.8,17.3,107.1,93.4
Florida,2021,Virginia Tech,Oral Roberts,74.2,70.3,13.7,9.82,26.5,56.3,0.471,19.8,37.3,0.53,6.8,19.0,0.356,14.4,19.1,0.753,9.8,25.5,35.3,11.7,7.2,5.2,15.0,18.6,104.6,99.1
North Carolina,2021,,Wisconsin,75.2,69.9,14.79,9.52,27.6,63.0,0.439,22.0,45.4,0.485,5.6,17.6,0.318,14.4,21.5,0.668,15.7,27.2,42.8,15.3,7.0,4.7,14.6,16.8,104.8,97.4
Wisconsin,2021,North Carolina,Baylor,69.9,64.6,17.22,11.93,24.7,58.3,0.425,16.1,34.5,0.466,8.7,23.8,0.364,11.7,15.3,0.768,8.2,25.4,33.6,13.4,5.6,4.0,9.0,16.1,105.4,97.4
Virginia Tech,2021,,Florida,72.0,66.0,12.59,6.5,25.4,56.4,0.45,17.2,33.3,0.516,8.2,23.1,0.354,13.1,18.8,0.698,9.3,25.3,34.5,14.2,4.8,3.9,11.6,16.5,106.7,97.7
Utah State,2021,,Texas Tech,72.6,62.3,10.99,1.32,26.7,59.7,0.446,20.3,40.5,0.5,6.4,19.2,0.332,12.9,17.9,0.722,12.4,28.2,40.7,16.2,6.7,5.0,13.9,15.0,104.4,89.7
Winthrop,2021,,Villanova,78.9,67.0,4.69,-7.15,27.8,60.8,0.457,19.4,37.0,0.525,8.4,23.9,0.352,14.9,21.6,0.688,12.8,27.3,40.1,15.0,7.4,2.3,14.0,18.4,108.8,92.5
North Texas,2021,Purdue,Villanova,69.8,62.3,7.58,1.02,25.6,54.1,0.473,18.0,33.8,0.532,7.6,20.4,0.375,10.9,14.7,0.745,8.5,24.6,33.1,13.3,6.5,2.9,12.9,15.7,106.1,94.7
Colgate,2021,,Arkansas,85.2,69.6,13.66,-1.9,30.9,62.8,0.493,21.7,39.9,0.544,9.3,22.9,0.403,14.1,19.4,0.723,9.5,30.4,39.9,17.6,7.1,3.4,10.8,16.2,116.3,95.0
Oral Roberts,2021,"Ohio State, Florida",Arkansas,81.1,75.6,1.73,-0.04,28.0,62.2,0.449,16.8,32.9,0.511,11.1,29.3,0.38,14.0,17.1,0.821,8.2,26.5,34.7,12.8,6.6,3.8,11.4,17.3,109.7,102.2
Hartford,2021,,Baylor,65.4,63.9,-3.45,-4.95,23.4,54.4,0.431,16.0,31.3,0.51,7.5,23.1,0.323,11.1,15.5,0.716,8.0,25.3,33.3,11.0,6.9,2.3,13.1,16.1,97.6,95.4
Illinois,2021,Drexel,Loyola (IL),80.5,68.6,23.25,11.34,29.3,58.7,0.5,22.8,41.1,0.554,6.5,17.5,0.373,15.4,22.3,0.69,10.4,29.6,40.0,16.3,5.7,2.8,13.0,17.7,111.7,95.2
Houston,2021,"Cleveland State, Rutgers, Syracuse, Oregon State",Baylor,76.1,58.2,21.66,5.37,26.7,61.3,0.435,17.6,35.6,0.495,9.1,25.7,0.354,13.6,18.6,0.731,14.3,26.2,40.5,13.9,8.0,4.7,10.7,18.0,115.1,88.1
West Virginia,2021,Morehead State,Syracuse,77.3,72.0,15.36,10.05,26.5,61.8,0.429,19.1,41.4,0.461,7.4,20.4,0.364,16.9,23.4,0.719,13.4,24.4,37.8,14.0,7.6,2.8,12.0,16.3,108.2,100.8
Oklahoma State,2021,Liberty,Oregon State,76.6,72.7,13.65,9.78,27.2,59.3,0.458,20.9,40.2,0.519,6.3,19.1,0.332,15.8,22.3,0.71,11.1,27.3,38.3,12.8,7.5,4.4,15.6,17.2,102.7,97.5
Tennessee,2021,,Oregon State,71.9,63.5,16.86,8.46,25.3,57.6,0.439,18.7,37.6,0.496,6.6,19.9,0.331,14.8,19.8,0.746,10.9,25.0,35.9,14.9,7.3,4.8,12.5,16.4,104.6,92.4
San Diego State,2021,,Syracuse,73.6,61.2,14.36,2.99,25.7,57.0,0.451,17.1,33.8,0.507,8.6,23.3,0.369,13.7,19.1,0.719,9.8,26.0,35.8,13.9,8.2,2.8,11.1,18.4,109.5,91.0
Clemson,2021,,Rutgers,64.9,61.9,12.49,9.49,23.4,55.1,0.425,15.2,31.2,0.486,8.3,23.9,0.345,9.8,12.8,0.769,8.6,24.0,32.6,13.3,6.1,2.9,12.6,15.6,99.5,94.9
Loyola Chicago,2021,"Georgia Tech, Illinois",Oregon State,71.0,56.1,15.12,1.36,25.9,52.1,0.498,18.8,32.5,0.578,7.1,19.5,0.365,12.0,16.7,0.719,7.4,25.1,32.5,15.8,6.9,2.4,11.7,14.3,110.5,87.2
Georgia Tech,2021,,Loyola (IL),74.9,70.0,12.79,7.91,27.8,58.2,0.477,20.4,37.0,0.55,7.4,21.2,0.348,12.0,16.5,0.726,7.9,22.4,30.3,15.8,9.1,3.5,11.2,15.8,107.8,100.8
Rutgers,2021,Clemson,Houston,69.2,67.6,14.14,12.49,26.5,59.0,0.449,20.3,39.3,0.517,6.1,19.7,0.312,10.2,16.0,0.636,9.7,25.6,35.3,13.7,7.6,5.1,11.5,17.5,101.0,98.6
Syracuse,2021,"San Diego State, West Virginia",Houston,74.8,70.1,13.27,8.59,26.5,60.0,0.442,18.1,35.8,0.504,8.5,24.2,0.35,13.3,17.0,0.782,10.2,25.2,35.4,15.0,8.1,5.0,11.3,14.6,107.5,100.8
Oregon State,2021,"Tennessee, Oklahoma State, Loyola (IL)",Houston,70.5,67.6,11.48,10.82,24.3,55.8,0.436,17.4,36.3,0.479,7.0,19.5,0.357,14.8,19.5,0.762,10.1,24.2,34.3,14.5,5.8,3.5,11.6,18.8,105.7,101.4
Liberty,2021,,Oklahoma State,74.4,60.0,4.06,-6.14,27.0,55.3,0.487,16.7,29.1,0.575,10.2,26.2,0.39,10.2,13.1,0.777,7.0,26.5,33.5,15.8,4.7,2.4,10.0,14.8,114.6,92.4
Morehead State,2021,,West Virginia,68.8,64.1,-0.95,-4.33,24.7,53.3,0.463,18.1,34.6,0.522,6.6,18.7,0.354,12.8,18.8,0.68,10.2,27.1,37.3,12.8,4.4,5.0,15.4,14.4,101.6,94.7
Cleveland State,2021,,Houston,70.9,71.2,-5.12,-4.82,26.0,57.7,0.45,19.6,37.9,0.517,6.4,19.8,0.321,12.6,18.8,0.671,10.5,24.1,34.6,13.7,7.0,2.6,12.9,19.4,102.6,103.0
Drexel,2021,,Illinois,70.3,67.4,-0.97,-3.92,25.7,55.0,0.467,18.5,35.5,0.52,7.3,19.6,0.371,11.7,15.0,0.78,8.7,25.2,33.9,14.9,4.6,2.4,12.8,14.9,106.5,102.1
Gonzaga,2022,"Georgia State, Memphis",Arkansas,87.2,66.2,25.46,4.5,32.7,62.6,0.521,24.5,40.5,0.604,8.2,22.1,0.37,13.7,19.2,0.713,9.7,32.3,41.9,18.1,6.4,5.8,11.6,15.5,118.1,89.7
Duke,2022,"Cal State Fullerton, Michigan State, Texas Tech, Arkansas",North Carolina,80.1,67.8,19.55,7.26,29.7,60.4,0.491,21.8,38.9,0.561,7.9,21.6,0.366,12.8,17.3,0.738,10.5,27.4,37.9,16.5,6.4,5.6,10.3,13.6,117.0,99.1
Texas Tech,2022,"Montana State, Notre Dame",Duke,72.1,60.6,20.08,8.65,26.2,55.5,0.472,20.1,36.6,0.549,6.1,18.9,0.321,13.6,19.5,0.698,10.6,25.9,36.4,13.7,8.0,3.5,13.5,16.2,106.0,89.2
Arkansas,2022,"Vermont, New Mexico State, Gonzaga",Duke,75.9,68.3,16.27,8.62,26.3,60.6,0.434,20.0,39.8,0.501,6.3,20.7,0.304,17.1,22.5,0.76,10.8,27.0,37.8,13.8,7.6,4.1,12.2,16.9,104.8,94.3
UConn,2022,,New Mexico State,74.8,65.3,16.4,6.88,26.7,61.2,0.435,19.2,40.1,0.48,7.4,21.1,0.352,14.1,18.7,0.753,13.8,26.6,40.4,14.0,5.9,6.4,11.8,16.8,109.9,95.9
Alabama,2022,,Notre Dame,79.5,76.5,14.62,11.59,27.6,62.8,0.44,18.4,32.9,0.559,9.2,29.9,0.309,15.0,20.6,0.728,13.4,26.2,39.6,14.7,7.1,4.7,14.5,18.5,108.1,104.0
Michigan State,2022,Davidson,Duke,72.2,69.0,13.18,9.96,26.1,57.2,0.456,18.8,37.9,0.496,7.3,19.3,0.378,12.8,17.1,0.75,10.1,26.8,36.9,15.7,5.7,5.0,12.8,16.9,106.4,101.7
Boise State,2022,,Memphis,68.3,60.9,11.93,5.22,24.3,54.6,0.445,16.9,33.4,0.507,7.3,21.2,0.346,12.4,19.1,0.65,10.2,24.6,34.8,11.4,6.0,3.4,12.1,15.0,104.1,92.8
